TAZ,CostIIF,CostXXF,CostIXF,CostHBW,CostHBO,CostNHB,CostREC,CostXXP,TimeDiff,TotalFreigh,TotalPass,TotalREC,TotalHBW,TotalHBO,TotalNHB,TotalItime,TotalBtime,TotalTDiff
1,0,0,0,0,0,0,0,0,0,19.5,0,0,0,0,0,194045334.1,194045334.1,0
2,0,0,0,0,0,0,0,0,3562.1,0,0,0,0,0,0,194235922,194239484.1,3562.1
3,0,0,0,0,0,0,0,0,3562.1,51646501.48,7826.24,0,0,0,0,193969119.3,193972681.4,7124.2
4,0,0,0,0,0,0,0,0,3562.1,0,0,0,0,0,0,194096978.4,194100540.5,10686.3
5,0,0,0,0,0,0,0,0,3562.1,0,533.8,0,0,0,0,194200993.6,194204555.7,14248.4
6,0,42011.8,0,0,0,0,0,0,3562.1,788073.34,600.3,0,0,0,0,194720003.7,194723565.8,17810.5
7,0,0,0,0,0,0,0,0,3649.54,31.08,0,0,0,0,0,195390643.3,195394292.9,21460.04
8,0,0,0,0,0,0,0,0,3649.54,50554.01,0,0,0,0,0,195115098.7,195118748.2,25109.58
9,0,0,0,0,0,0,0,0,3649.54,0,0,0,0,0,0,195209027,195212676.5,28759.12
10,0,306569.31,0,0,0,0,0,0,3649.54,1605221.11,0,0,0,0,0,194651328.1,194654977.7,32408.66
11,0,0,0,0,0,0,0,0,3649.54,0,0,0,0,0,0,194475736.1,194479385.6,36058.2
12,0,1729169.5,0,0,0,0,0,300215.04,3649.54,22169680.52,2591.68,0,0,0,0,194103572.2,194107221.7,39707.74
13,0,0,0,0,0,0,0,320831.75,6836.44,1.27,792.59,0,0,0,0,194249804.6,194256641.1,46544.18
14,0,0,0,0,0,0,0,0,6836.44,0,0,0,0,0,0,194495235.2,194502071.6,53380.62
15,0,0,0,0,0,0,0,0,6836.44,0,0,0,0,0,0,194632709,194639545.4,60217.06
16,0,0,0,0,0,0,0,0,6836.44,265.29,0,0,0,0,0,194673459.5,194680295.9,67053.5
17,0,0,0,0,0,0,0,0,11865.92,10.34,0,0,0,0,0,193798256,193810122,78919.42
18,0,347573716.1,39.05,0,0,0,0,1064844.52,11931.8,43581262.56,3907.17,0,0,0,0,193387353.8,193399285.6,90851.22
19,0,0,0,0,0,0,0,0,13213.04,66709.7,0,0,0,0,0,193768623.4,193781836.4,104064.26
20,0,0,0,0,0,0,0,0,13213.04,349.8,0,0,0,0,0,193826431.9,193839644.9,117277.3
21,0,903.32,0,0,0,0,0,0,13213.04,118.31,0,0,0,0,0,193733847.4,193747060.5,130490.34
22,0,34727.76,0,0,0,0,0,163102.33,13213.04,3355.4,886.88,0,0,0,0,193561441.1,193574654.1,143703.38
23,0,0,0,0,0,0,0,448559.15,13213.04,3337379.26,2481.14,0,0,0,0,193351365.5,193364578.5,156916.42
24,0,0,0,0,0,0,0,330263.93,13213.04,29282498.72,1260.05,0,0,0,0,193496199.3,193509412.4,170129.46
25,0,0,0,0,0,0,0,0,13213.04,0,0,0,0,0,0,193734815.9,193748028.9,183342.5
26,0,0,0,0,0,0,0,0,13213.04,28.42,0,0,0,0,0,194504848.5,194518061.6,196555.54
27,0,677812390.4,1649.72,0,0,0,0,2959200.51,421976,21802161.59,1470.38,0,0,0,0,193689335.1,194111311.1,618531.54
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8774500000,8774500000,618531.54
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8774500000,8774500000,618531.54
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8774500000,8774500000,618531.54
31,1.70706881,0,0,0,0,0,0,0,227.96,915.55,0,0.02,36.38,47.92,240.55,193654056.3,193654284.2,618759.5
32,0.16737905,0,0,0,0,0,0,0,227.96,105.47,0,0.31,224.76,308.11,575.72,193639251.3,193639479.3,618987.46
33,0.04770604,0,0,0,0,0,0,0,189.58,109.16,0,0.3,152.03,317.66,239.6,193637597.4,193637787,619177.04
34,0,0,0,0,0,0,0,0,189.2,868.16,0,0.05,30.1,71.23,253.21,193635196.1,193635385.3,619366.24
35,0.54589274,0,0,0,0,0,0,0,302.16,651.28,0,0,0,0,41.58,193631036.7,193631338.8,619668.4
36,3.00333326,0,0,0,0,0,0,0,3397.77,283.87,0,0,0,0,0,193558161.1,193561558.9,623066.17
37,65.53297815,0,0,0,0,0,0,0,3562.1,618.18,0,0,2.74,5.3,13.09,193540484.7,193544046.8,626628.27
38,23.96551989,0,0,0,0,0,0,0,3562.1,1639.97,0,0.1,124.24,166.53,243.48,193513656.2,193517218.3,630190.37
39,0,0,0,0,0,0,0,0,3562.1,562.85,0,0.1,103.23,144.58,91.4,193520579.2,193524141.3,633752.47
40,62.52990253,0,0,0,0,0,0,0,3562.1,24584.73,0,0.19,140.25,207.27,165.31,193516481.6,193520043.7,637314.57
41,6.37491761,0,0,0,0,0,0,0,3562.1,4947.49,0,0,1.19,3.03,483.05,193344037.8,193347599.9,640876.67
42,0,0,0,0,0,0,0,0,3562.1,216.64,0,0.03,27.46,50.76,353.55,193365245.7,193368807.8,644438.77
43,4.83393966,0,0,0,0,0,0,0,3562.1,1386.88,0,0.01,33.24,77.69,42.62,193364130.2,193367692.3,648000.87
44,0,0,0,0,0,0,0,0,3562.1,324.97,0,0,3.22,9.8,0.84,193431799.4,193435361.5,651562.97
45,0,0,0,0,0,0,0,0,3562.1,6264.51,0,0.1,82.32,184.59,881.85,193355361.5,193358923.6,655125.07
46,0.19924033,0,0,0,0,0,0,0,3562.1,140.93,0,0.14,133.12,316.06,233.17,193362307.8,193365869.9,658687.17
47,3.54763722,0,0,0,0,0,0,0,3562.1,1985.88,0,0.25,246.78,459.93,549.09,193363398.4,193366960.5,662249.27
48,30167.20366,0,0,0,0,0,0,0,3562.1,58167.3,0,0.23,182.15,373.98,463.83,193364040.2,193367602.3,665811.37
49,6.5132694,0,0,0,0,0,0,0,3562.1,3789.62,0,0.2,199.1,487.48,170.46,193375443.3,193379005.4,669373.47
50,0,0,0,0,0,0,0,0,3562.1,4221.47,0,0.14,108.43,292.51,199.77,193369499.6,193373061.7,672935.57
51,0,0,0,0,0,0,0,0,3562.1,5668.83,0,0.21,188.45,402.92,779.36,193368047.1,193371609.2,676497.67
52,0,0,0,0,0,0,0,0,3562.1,111.11,0,0.04,64.47,146.87,45.05,193377588.6,193381150.7,680059.77
53,0,0,0,0,0,0,0,0,3562.1,1669.47,0,0.03,41.25,97.06,26.07,193381971.6,193385533.7,683621.87
54,0,0,0,0,0,0,0,0,3562.1,316.56,0,0,3.57,10.64,247.95,193364328.8,193367890.9,687183.97
55,0,0,0,0,0,0,0,0,3562.1,3982.18,0,0,15.04,27.68,64.74,193358809.9,193362372,690746.07
56,412.8900273,0,0,0,0,0,0,0,3562.1,15922.02,0,0,2.14,3.63,216.32,193358420.3,193361982.4,694308.17
57,6.94279548,0,0,0,0,0,0,0,3562.1,16716.26,0,0,0,0,0,193373169.7,193376731.8,697870.27
58,0,0,0,0,0,0,0,0,227.96,84.52,0,0,0.04,0.11,0,194683462.4,194683690.3,698098.23
59,0.05066888,0,0,0,0,0,0,0,227.96,14966.13,0,0,2.45,0.71,0,194033045.7,194033273.6,698326.19
60,0,0,0,0,0,0,0,0,227.96,21909.02,0,0,1.44,1.03,0,193964001,193964228.9,698554.15
61,0.09476798,0,0,0,0,0,0,0,227.96,737.97,0,0,0,0,9.04,193777506.5,193777734.4,698782.11
62,0.9934535,0,0,0,0,0,0,0,227.96,2653.87,0,0,0,0,0,193797593.1,193797821,699010.07
63,0,0,0,0,0,0,0,0,2.1,9142.76,0,0,0,0,0,193684545.9,193684548,699012.17
64,10.22905859,0,0,0,0,0,0,0,227.96,71274.31,0,0,3.92,16.06,24.95,193722585.4,193722813.4,699240.13
65,0.00811561,0,0,0,0,0,0,0,30.08,1977.38,0,0,0,0,0,193664260.6,193664290.7,699270.21
66,0,0,0,0,0,0,0,0,30.08,3431.21,0,0,0,0,0,193661637.8,193661667.9,699300.29
67,0,0,0,0,0,0,0,0,227.96,30279.89,0,0,0,0,0,193680551,193680779,699528.25
68,0,0,0,0,0,0,0,0,227.96,7116.3,0,0,0,0,0,193650109,193650337,699756.21
69,5.28656731,0,0,0,0,0,0,0,120.56,3968.57,0,0,0,0,0,193645320.3,193645440.9,699876.77
70,0,0,0,0,0,0,0,0,120.56,2146.29,0,0,0,0,0,193646607.5,193646728,699997.33
71,0.02533444,0,0,0,0,0,0,0,227.96,5259.29,0,0,0,0,0,193649555.9,193649783.9,700225.29
72,3.09535309,0,0,0,0,0,0,0,227.96,5583.59,0,0,0,0,0,193658909.8,193659137.7,700453.25
73,87.57265133,0,0,0,0,0,0,0,413.79,26074.75,0,0,0,0,0,193667507.2,193667921,700867.04
74,1.76722736,0,0,0,0,0,0,0,413.79,1947.21,0,0,0,0,0,193707582.6,193707996.3,701280.83
75,0,0,0,0,0,0,0,0,599.49,10417.52,0,0,10.64,28.4,3.07,193642794.4,193643393.9,701880.32
76,3.05202691,0,0,0,0,0,0,0,339.61,3134.32,0,0,15.08,29.77,17.44,193643066.3,193643405.9,702219.93
77,0,0,0,0,0,0,0,0,586.07,10537.91,0,0,8.87,19.91,1.44,193636177.1,193636763.1,702806
78,113.2440807,0,0,0,0,0,0,0,609.88,27809.74,0,0,2.9,4.85,133.32,193611503.3,193612113.1,703415.88
79,3.7454176,0,0,0,0,0,0,0,1072.6,1314.4,0,0.02,38.74,91.82,22.23,193602349.1,193603421.7,704488.48
80,0.20452192,0,0,0,0,0,0,0,620.32,562.84,0,0,4.34,13.36,1.35,193616042.7,193616663.1,705108.8
81,0.05569282,0,0,0,0,0,0,0,1072.6,189.95,0,0,0.6,1.37,0,193591602.6,193592675.2,706181.4
82,0,0,0,0,0,0,0,0,823.03,1672.64,0,0.02,14.56,39.8,2.46,193652411.9,193653235,707004.43
83,0,0,0,0,0,0,0,0,1210,47457.82,0,0,4.84,13.2,0.82,193612403.5,193613613.5,708214.43
84,0,0,0,0,0,0,0,0,1793.86,25412.67,0,0,2.82,8.74,1.51,193586549.7,193588343.6,710008.29
85,0,0,0,0,0,0,0,0,3562.1,4188.81,0,0,0,0,0,193730779.3,193734341.4,713570.39
86,119.2847984,0,0,0,0,0,0,0,1428.22,16878.86,0,0,1.89,3.99,0,193635577.5,193637005.7,714998.61
87,32.62629087,0,0,0,0,0,0,0,1949.1,3279.67,0,0,4.66,12.42,0.22,193606053.3,193608002.4,716947.71
88,0,0,0,0,0,0,0,0,1949.1,13046.37,0,0,11.25,41.32,1.66,193597386.5,193599335.6,718896.81
89,0,0,0,0,0,0,0,0,3562.1,7396.78,0,0,0,0,0,193705520.2,193709082.3,722458.91
90,2363.132215,0,0,0,0,0,0,0,3562.1,39251.21,0,0,0,0,0,193691647.6,193695209.7,726021.01
91,75.06392268,0,0,0,0,0,0,0,3562.1,2790.71,0,0,0,0,0,193610799.3,193614361.4,729583.11
92,0,0,0,0,0,0,0,0,3562.1,3748.83,0,0,0,0,0,193957253.3,193960815.4,733145.21
93,356.6819689,0,0,0,0,0,0,0,3562.1,16991.69,0,0,0,0,0,193748978.8,193752540.9,736707.31
94,0,0,0,0,0,0,0,0,3562.1,446.28,0,0,0,0,0,193734095.2,193737657.3,740269.41
95,83.22487525,0,0,0,0,0,0,0,3562.1,9427.43,0,0,0,0,0,193687700.4,193691262.5,743831.51
96,559.6262784,0,0,0,0,0,0,0,3562.1,16412.08,0,0,0,0,0,193721854.5,193725416.6,747393.61
97,446.8628221,0,0,0,0,0,0,0,3562.1,2620.01,0,0,0,0,0,193615261.4,193618823.5,750955.71
98,54.0311002,0,0,0,0,0,0,0,3562.1,1403.43,0,0,2.06,8.65,0,193568849,193572411.1,754517.81
99,1359.220185,0,0,0,0,0,0,0,3562.1,29376.47,0,0,2.65,5.92,1.56,193547252.7,193550814.8,758079.91
100,29.7565431,0,0,0,0,0,0,0,3562.1,31793.38,0,0,2.53,4.63,2.37,193535449.7,193539011.8,761642.01
101,1.32293002,0,0,0,0,0,0,0,3562.1,1466.56,0,0,0,0,0,193546004.6,193549566.7,765204.11
102,1.32293002,0,0,0,0,0,0,0,3562.1,1839.54,0,0,0,0,0,193577088.1,193580650.2,768766.21
103,0,0,0,0,0,0,0,0,3562.1,5200.53,0,0,0,0,38.53,193519099,193522661.1,772328.31
104,1.46424466,0,0,0,0,0,0,0,3562.1,12436.49,0,0,0,0,0,193523475.3,193527037.4,775890.41
105,0,0,0,0,0,0,0,0,3562.1,1922.66,0,0,0,0,0,193593822,193597384.1,779452.51
106,0,0,0,0,0,0,0,0,3562.1,3049.87,0,0,1.56,2.73,23.34,193527723.2,193531285.3,783014.61
107,39373.61467,0,0,0,0,0,0,0,3562.1,271416.95,0,0,11.12,22.34,6.5,193505149.5,193508711.6,786576.71
108,2.30311515,0,0,0,0,0,0,0,1793.86,2493.76,0,0,1.73,4.52,0,193644834.6,193646628.5,788370.57
109,0,0,0,0,0,0,0,0,0,9363.51,0,0,0,0,0,193729577.9,193729577.9,788370.57
110,0,0,0,0,0,0,0,0,3562.1,1443.72,0,0,4.6,7.49,0.26,193434625.2,193438187.3,791932.67
111,0,0,0,0,0,0,0,0,3562.1,272.98,0,0,0,0,0,193279612.4,193283174.5,795494.77
112,0,0,0,0,0,0,0,0,3562.1,866.33,0,0,1.58,3.11,0,193273107.3,193276669.4,799056.87
113,0,0,0,0,0,0,0,0,3562.1,1479.33,0,0,0,0,0,193291814.4,193295376.5,802618.97
114,0,0,0,0,0,0,0,0,3562.1,3537.77,0,0,2.43,3.47,0,193339441.8,193343003.9,806181.07
115,0.1383518,0,0,0,0,0,0,0,3562.1,9918.37,0,0,6.16,27.87,0.29,193347885.9,193351448,809743.17
116,0,0,0,0,0,0,0,0,3562.1,13883.36,0,0,13.13,34.25,0.87,193364533.1,193368095.2,813305.27
117,6117.974315,0,0,0,0,0,0,0,3562.1,37536.48,0,0,6.75,23.62,0.27,193442877.5,193446439.6,816867.37
118,36488.4846,0,0,0,0,0,0,0,3562.1,185663.67,0,0.02,16.79,56.26,3.42,193364883,193368445.1,820429.47
119,6162.995673,0,0,0,0,0,0,0,3562.1,35366.49,0,0.02,31.42,88.4,12.97,193367762.1,193371324.2,823991.57
120,33744.87941,0,0,0,0,0,0,0,3562.1,171528.18,0,0.01,34.57,75.87,12.67,193561498.5,193565060.6,827553.67
121,8523.960076,0,0,0,0,0,0,0,3562.1,42679.83,0,0,14.65,37.83,7.21,193368232.3,193371794.4,831115.77
122,3369.595122,0,0,0,0,0,0,0,3562.1,108987.38,0,0,14.88,45.53,6.34,193368918.8,193372480.9,834677.87
123,0.77055338,0,0,0,0,0,0,0,3562.1,1697.67,0,0,8.07,20.88,1.16,193423023.7,193426585.8,838239.97
124,479.7938991,0,0,0,0,0,0,0,3562.1,481403.84,0,0,9.56,27.4,1.97,193492742.6,193496304.7,841802.07
125,320.9156246,0,0,0,0,0,0,0,3562.1,12105,0,0,1.74,6.58,0.84,193449283.2,193452845.3,845364.17
126,0.19924033,0,0,0,0,0,0,0,3562.1,60.08,0,0.02,16.69,66.7,3.69,193491474.3,193495036.4,848926.27
127,853.90141,0,0,0,0,0,95.93,0,3562.1,85037.59,0,8.34,1.83,1.85,0,193658984.1,193662546.2,852488.37
128,0,0,0,0,0,0,0,0,3562.1,1727.71,0,0.02,51.35,124.27,46.55,193392240.7,193395802.8,856050.47
129,0,0,0,0,0,0,0,0,3562.1,639.16,0,0.06,104.72,267.06,43.36,193404971.3,193408533.4,859612.57
130,0.39418668,0,0,0,0,0,0,0,3562.1,3361.25,0,0.01,20.6,41.03,37.82,193389580.6,193393142.7,863174.67
131,16742.30477,0,0,0,0,0,0,0,3562.1,577364.38,0,0,0,0,0,193377874.2,193381436.3,866736.77
132,0,0,0,0,0,0,0,0,3562.1,230.5,0,0,2.59,5.46,0.28,193376316.1,193379878.2,870298.87
133,251.7049878,0,0,0,0,0,0,0,3562.1,5107.64,0,0,0,0,0,193374685.6,193378247.7,873860.97
134,0,0,0,0,0,0,0,0,3562.1,58754.83,0,0,3.47,13.2,1.83,193522997.7,193526559.8,877423.07
135,0,0,0,0,0,0,0,0,3562.1,1160.91,0,0,0,0,0,193411328.6,193414890.7,880985.17
136,551.1851441,0,0,0,0,0,0,0,3562.1,18378.02,0,0,0,0,0,193460613.8,193464175.9,884547.27
137,0,0,0,0,0,0,0,0,3562.1,7513.76,0,0,0,0,0,193386629.5,193390191.6,888109.37
138,10.40313624,0,0,0,0,0,0,0,3562.1,3770.07,0,0,0,0,0,193383359.8,193386921.9,891671.47
139,0,0,0,0,0,0,0,0,3562.1,1094.16,0,0,1.51,3.93,0,193402725.5,193406287.6,895233.57
140,394.2320293,0,0,0,0,0,0,0,3562.1,15163.08,0,0.02,32.93,79.2,13.44,193464160.9,193467723,898795.67
141,278036.5266,0,0,0,0,0,0,0,3562.1,1662430.65,0,0,5.79,14.39,1.76,193445798.8,193449360.9,902357.77
142,8922.548383,0,0,0,0,0,0,0,3562.1,45287.42,0,0,11.56,27.92,0.83,193471473.5,193475035.6,905919.87
143,3549.555815,0,0,0,0,0,0,0,3562.1,2180964.02,0,0.01,14.44,54.03,1.42,193448458.9,193452021,909481.97
144,6776.890465,0,0,0,0,0,0,0,3562.1,439075.47,0,0.03,18.97,47.95,3.69,193419048.5,193422610.6,913044.07
145,2987.641622,0,0,0,0,0,0,0,3562.1,82235.37,0,0.01,23.03,75.46,7.84,193402051.4,193405613.5,916606.17
146,1.00749479,0,0,0,0,0,0,0,3562.1,82841.59,0,0,5.18,13.66,1.45,193398113.6,193401675.7,920168.27
147,2.06535788,0,0,0,0,0,0,0,3562.1,192674.36,0,0.02,44.31,153.86,17.62,193387391.4,193390953.5,923730.37
148,11919.93462,0,0,0,0,0,0,0,3562.1,79578.87,0,0,0,0,0,193356394.4,193359956.5,927292.47
149,143227.8316,0,0,0,0,0,0,0,13213.04,239891.84,0,0.05,16.1,32.06,221.88,193458887.6,193472100.7,940505.51
150,212346.1786,0,0,0,0,0,0,0,13213.04,422928.66,0,0.1,114.58,93.96,29.09,193352485.1,193365698.2,953718.55
151,355757.2614,0,0,0,0,0,0,0,13213.04,677913.51,0,0.08,81.98,66.28,41.48,193424001,193437214.1,966931.59
152,39395.08325,0,0,0,0,0,0,0,13213.04,106826.45,0,0.16,158.35,269.47,150.17,193309314.7,193322527.7,980144.63
153,8308.146687,0,0,0,0,0,0,0,13213.04,36614.12,0,0.21,213.16,445.39,216.53,193273692.2,193286905.2,993357.67
154,770.9766834,0,0,0,0,0,0,0,13213.04,3984.49,0,0.08,131.18,385.24,89.15,193238835.7,193252048.7,1006570.71
155,40803.01636,0,0,0,0,0,0,0,13213.04,96782.37,0,0.14,220.61,498.12,249.21,193227342.6,193240555.6,1019783.75
156,21197.21366,0,0,0,0,0,0,0,13213.04,43653.35,0,0,8.6,19.65,3,193244313.2,193257526.2,1032996.79
157,8844.561296,0,0,0,0,0,0,0,13213.04,28113.18,0,0.01,32.38,94.93,18.05,193247230.7,193260443.8,1046209.83
158,90688.39663,0,0,0,0,0,0,0,13213.04,255289.57,0,0.17,274.88,603.44,336.18,193233369.7,193246582.8,1059422.87
159,1281183.088,0,0,0,0,0,0,0,13213.04,1591078.54,0,0.14,187.64,399.04,115.15,193230166.9,193243380,1072635.91
160,143610.7648,0,0,0,0,0,0,0,13213.04,235618.21,0,0,3.1,6.64,12.24,193223510.6,193236723.7,1085848.95
161,97084.2966,0,0,0,0,0,0,0,13213.04,176715.9,0,0,23.27,78.33,16.24,193215408.6,193228621.7,1099061.99
162,641019.0915,0,0,0,0,0,0,0,13213.04,1598755.03,0,0.16,210.83,510.16,136.98,193229980.7,193243193.7,1112275.03
163,171408.5617,0,0,0,0,0,0,0,13213.04,373154.81,0,0.24,394.43,883.35,323.41,193222467.5,193235680.5,1125488.07
164,6997.703712,0,0,0,0,0,0,0,13213.04,55002.39,0,0,31.4,74.53,36.82,193215859.7,193229072.7,1138701.11
165,32395.51333,0,0,0,0,0,0,0,13213.04,142960.41,0,0.17,148.99,431.48,149.46,193229173.2,193242386.2,1151914.15
166,131794.7213,0,0,0,0,0,0,0,13213.04,405397.41,0,0,0,0,118.54,193227509,193240722,1165127.19
167,25082.64702,0,0,0,16.54,0,0,0,13213.04,68184.84,0,0,0,0,3121.13,193236315,193249528.1,1178340.23
168,73454.60049,0,0,0,0,0,0,0,13213.04,89328.08,0,0.01,33.43,94.96,19.58,193228446.1,193241659.1,1191553.27
169,70908.09512,0,0,0,0,0,0,0,13213.04,283862.5,0,0.24,341.85,776.91,778.92,193217722.2,193230935.2,1204766.31
170,571.1111093,0,0,0,0,0,0,0,13213.04,1341.75,0,0,15.89,70.65,702.74,193223261.5,193236474.5,1217979.35
171,0,0,0,0,0,0,0,0,13213.04,336.41,0,0.04,100.95,215.96,342.96,193230738.4,193243951.4,1231192.39
172,35759.62758,0,0,0,0,0,0,0,13213.04,40446.36,0,0.14,152.55,376.66,306.59,193233443.1,193246656.1,1244405.43
173,345590.2067,0,0,0,0,0,0,0,13213.04,871997.24,0,0.21,343.81,593.82,237.66,193223632.2,193236845.3,1257618.47
174,537824.7381,0,0,0,0,0,0,0,13213.04,1351552.93,0,0.16,259.25,541.44,416.87,193223376.7,193236589.7,1270831.51
175,24856.8954,0,0,0,0,0,0,0,13213.04,152828.56,0,0,7.97,25.73,116.05,193211618.9,193224831.9,1284044.55
176,166690.3597,0,0,0,0,0,0,0,13213.04,275204.2,0,0.12,111.86,279.06,219.46,193213659.7,193226872.8,1297257.59
177,5877.77172,0,0,0,0,0,0,0,13213.04,25818.96,0,0.44,666.44,1180.68,443.31,193231776.5,193244989.6,1310470.63
178,874162.7299,0,0,0,0,0,0,0,13213.04,891317.34,0,0.32,420.59,751.39,850.82,193221301.3,193234514.3,1323683.67
179,678.0339899,0,0,0,0,0,0,0,13213.04,1743.54,0,0.04,81.35,156.17,72.28,193211796.9,193225009.9,1336896.71
180,15902.14493,0,0,0,0,0,0,0,13213.04,41651.29,0,0.02,40.12,118.7,29.45,193218711.1,193231924.2,1350109.75
181,92859.18644,0,0,0,0,0,0,0,13213.04,179583.22,0,0,0,0,910.69,193218358.2,193231571.3,1363322.79
182,13201.65345,0,0,0,0,0,0,0,13213.04,24195.99,0,0,29.37,73.56,249.51,193229788.7,193243001.7,1376535.83
183,233703.7901,0,0,0,0,0,0,0,13213.04,1098925.93,0,0.42,541.41,1110,533.78,193231505.1,193244718.2,1389748.87
184,1918.866516,0,0,0,16.54,0,0,0,13213.04,1706.01,0,0.18,299.43,438.97,1754.49,193222014.2,193235227.2,1402961.91
185,110331.0579,0,0,0,0,0,0,0,13213.04,414760.16,0,0.08,134.05,260.72,211.04,193213802.7,193227015.8,1416174.95
186,110537.8846,0,0,0,0,0,0,0,13213.04,347091.4,0,0.01,26.99,72.36,25.12,193206918.8,193220131.8,1429387.99
187,7.09093754,0,0,0,0,0,0,0,13213.04,21.69,0,0,33.96,95.67,122.99,193211365.4,193224578.4,1442601.03
188,90.29833632,0,0,0,0,0,0,0,13213.04,257.89,0,0.68,892.33,2086.89,384.38,193229632.3,193242845.3,1455814.07
189,1.19883421,0,0,0,0,0,0,0,13213.04,4.49,0,0.1,206.94,490.25,89.02,193222695.8,193235908.8,1469027.11
190,0.68059466,0,0,0,0,0,0,0,13213.04,2.13,0,0,3.62,7.66,17.05,193212363.2,193225576.2,1482240.15
191,1.4887203,0,0,0,0,0,0,0,13213.04,7.62,0,0.02,41.3,117.06,31.53,193219519.8,193232732.8,1495453.19
192,0,0,0,0,0,0,0,0,13213.04,0,0,0,42.42,125.37,79.41,193211144.5,193224357.6,1508666.23
193,62.2560759,0,0,0,0,0,0,0,13213.04,213.92,0,0,3.86,8.5,15.65,193215659.8,193228872.9,1521879.27
194,0,0,0,0,0,0,0,0,13213.04,0,0,0,9.18,21.49,6.77,193199771.3,193212984.3,1535092.31
195,1585.088039,0,0,0,0,0,0,0,13213.04,4080.15,0,0,9.74,29.8,4.85,193203608.8,193216821.9,1548305.35
196,3.39687585,0,0,0,0,0,0,0,13213.04,29.97,0,0,10.96,41.17,5.05,193197359.9,193210573,1561518.39
197,0,0,0,0,0,0,0,0,13213.04,0,0,0.02,49.58,133.5,307.93,193203117.8,193216330.9,1574731.43
198,687.4625232,0,0,0,0,0,0,0,13213.04,4070.74,0,0,17.29,55.47,26.48,193208757.4,193221970.5,1587944.47
199,447.8864193,0,0,0,0,0,0,0,13213.04,2145.2,0,0,17.42,40.83,17.04,193211503.5,193224716.6,1601157.51
200,465.6441,0,0,0,0,0,0,0,13213.04,1038.47,0,0,14.54,41.46,21.12,193190552.6,193203765.7,1614370.55
201,9.98709324,0,0,0,0,0,0,0,13213.04,45.72,0,0.08,29,97.57,25.75,193190123.6,193203336.6,1627583.59
202,10.07172744,0,0,0,0,0,0,0,13213.04,56.06,0,0.13,149.69,430.21,278.27,193203862.7,193217075.8,1640796.63
203,20.30830048,0,0,0,0,0,0,0,13213.04,108.94,0,0,8.9,28.13,1.2,193223078.3,193236291.3,1654009.67
204,208.9529942,0,0,0,0,0,0,0,13213.04,523.04,0,0.03,27.22,87.77,12.28,193217330.3,193230543.3,1667222.71
205,4.33498004,0,0,0,0,0,0,0,13213.04,29.82,0,0,22.64,67.45,11.87,193206895.8,193220108.8,1680435.75
206,49.58091287,0,0,0,0,0,0,0,13213.04,258.86,0,0.12,96.59,280.02,42.16,193225305.1,193238518.2,1693648.79
207,17307.08179,0,0,0,0,0,0,0,13213.04,43084.05,0,0,2.54,8.44,0,193214564.1,193227777.1,1706861.83
208,217.76633,0,0,0,0,0,0,0,13213.04,594.69,0,0,9.25,22.62,1.66,193219649.3,193232862.3,1720074.87
209,18706.71414,0,0,0,0,0,0,0,13213.04,128299.11,0,0,14.68,34.98,4.69,193214414.8,193227627.8,1733287.91
210,11513.95467,0,0,0,0,0,0,0,13213.04,45470.2,0,0,4.88,22.33,0.69,193207168.1,193220381.1,1746500.95
211,10273.00101,0,0,0,0,0,0,0,13213.04,133676.11,0,0,23.39,64.68,12.34,193191688.1,193204901.1,1759713.99
212,3904.821717,0,0,0,0,0,0,0,13213.04,30481.02,0,0,0,0,0,193229939.1,193243152.2,1772927.03
213,677.994743,0,0,0,0,0,0,0,13213.04,2000.83,0,0,2.09,5.09,0,193239188.1,193252401.1,1786140.07
214,7854.286966,0,0,0,0,0,0,0,13213.04,110832.34,0,0.02,24.03,53.08,14.13,193230349.3,193243562.3,1799353.11
215,1200.134769,0,0,0,0,0,0,0,13213.04,3447.23,0,0,24,65.21,25.61,193233181,193246394.1,1812566.15
216,4938.149048,0,0,0,0,0,0,0,13213.04,61836.08,0,0.04,21.57,61.14,6.11,193222433.5,193235646.5,1825779.19
217,43880.20393,0,0,0,0,0,0,0,13213.04,778026.82,0,0.01,36.97,132.84,10.84,193224407.3,193237620.3,1838992.23
218,4284.877496,0,0,0,0,0,0,0,13213.04,20963.35,0,0,14.05,40.67,3.57,193214624.8,193227837.8,1852205.27
219,5.1846284,0,0,0,0,0,0,0,13213.04,17.17,0,0.05,57.91,158.12,26.77,193213169.4,193226382.5,1865418.31
220,8409.977088,0,0,0,0,0,0,0,13213.04,436326.12,0,0,0,0,0,193216172.8,193229385.8,1878631.35
221,0,0,0,0,0,0,0,0,13213.04,0,0,0,20.3,53.64,7.59,193203258.4,193216471.4,1891844.39
222,37.68888457,0,0,0,0,0,0,0,13213.04,59.03,0,0.08,101.96,292.97,43.7,193207822.8,193221035.8,1905057.43
223,211.9569286,0,0,0,0,0,0,0,13213.04,265.54,0,0,6.49,20.53,16.53,193183317.7,193196530.8,1918270.47
224,0,0,0,0,0,0,0,0,13213.04,28.18,0,0.01,15.93,49.56,8.17,193188298.6,193201511.6,1931483.51
