TAZ,CostIIF,CostXXF,CostIXF,CostHBW,CostHBO,CostNHB,CostREC,CostXXP,TimeDiff,TotalFreigh,TotalPass,TotalREC,TotalHBW,TotalHBO,TotalNHB,TotalItime,TotalBtime,TotalTDiff
2046,0,0,0,0,0,0,0,0,3508.54,0,0,0,0,0,0,193112349.1,193115857.6,9890788.03
2047,0,0,0,0,0,0,0,0,3508.54,0,0,0,0,0,0,193108192.8,193111701.3,9894296.57
2048,0,0,0,0,0,0,0,0,3508.54,0,0,0,2.25,3.46,2.08,193108858.8,193112367.3,9897805.11
2049,0,0,0,0,0,0,0,0,3545.82,0,0,0,0,0,0,193129565.9,193133111.7,9901350.93
2050,0,0,0,0,0,0,0,0,3545.82,0,0,0,0,0,0,193117122.7,193120668.5,9904896.75
2051,54.28908207,0,0,0,0,0,0,0,3545.82,7688.7,0,0,1.51,4.53,2.05,193106482,193110027.8,9908442.57
2052,0,0,0,0,0,0,0,0,3551.1,0,0,0,0,0,0,193117249.3,193120800.4,9911993.67
2053,0,0,0,0,0,0,0,0,3565.94,0,0,0,1.73,2.19,29.45,193218614.8,193222180.8,9915559.61
2054,0,0,0,0,0,0,0,0,1668.89,0,0,0,5.63,13.3,0.28,193245348.6,193247017.5,9917228.5
2055,0,0,0,0,0,0,0,0,754.58,0,0,0,1.26,2.99,0,193219827.4,193220582,9917983.08
2056,0,0,0,0,0,0,0,0,776.43,0,0,0,7.51,27.21,0.54,193288498.1,193289274.5,9918759.51
2057,22.73181862,0,0,0,0,0,0,0,1869.05,185.86,0,0,7.66,28.82,1.39,193300454.1,193302323.2,9920628.56
2058,6.3502702,0,0,0,0,0,0,0,1090.1,183.49,0,0,6.67,24.9,0.83,193214234.8,193215324.9,9921718.66
2059,6.6292496,0,0,0,0,0,0,0,1090.1,183.36,0,0,0,0,0,193222532.5,193223622.6,9922808.76
2060,0,0,0,0,0,0,0,0,3352.67,0,0,0,6.08,13.69,0.28,193190081.7,193193434.4,9926161.43
2061,36.5937498,0,0,0,0,0,0,0,1869.05,367.2,0,0.07,53.96,171.02,32.53,193231808.1,193233677.2,9928030.48
2062,16.65842377,0,0,0,0,0,0,0,1869.05,183.84,0,0,12.28,36.29,5.41,193204547.4,193206416.5,9929899.53
2063,32.86142881,0,0,0,0,0,0,0,2385.23,218.85,0,0,10.88,34.55,3.38,193187642.4,193190027.6,9932284.76
2064,0,0,0,0,0,0,0,0,3436.72,0,0,0,5.81,18.62,1.62,193177604.7,193181041.4,9935721.48
2065,0,0,0,0,0,0,0,0,3599.52,0,0,0,9.12,19.42,115.94,193146236.4,193149835.9,9939321
2066,0,0,0,0,0,0,0,0,2385.23,0,0,0,13.07,47.23,3.66,193183785.7,193186171,9941706.23
2067,10.6325632,0,0,0,0,0,0,0,2869.64,2107.23,0,0,3.89,15.98,1.15,193178222.5,193181092.1,9944575.87
2068,201.7327222,0,0,0,0,0,0,0,2048.01,41490.67,0,0,0.7,4.61,0,193325084.1,193327132.1,9946623.88
2069,51.52393548,0,0,0,0,0,0,0,2048.01,371.84,0,0,5.5,14.03,1.07,193274267.7,193276315.7,9948671.89
2070,16.75100182,0,0,0,0,0,0,0,1869.05,183.79,0,0,3.4,8.82,0.54,193202916.9,193204786,9950540.94
2071,18.07835463,0,0,0,0,0,0,0,1869.05,183.23,0,0,3.33,8.64,0.27,193212388,193214257.1,9952409.99
2072,0,0,0,0,0,0,0,0,1869.05,0,0,0,0,0,0,193207207.4,193209076.5,9954279.04
2073,0,0,0,0,0,0,0,0,1997.54,0,0,0,0,0,0,193208522.1,193210519.6,9956276.58
2074,0,0,0,0,0,0,0,0,3599.52,0,0,0,0,0,0,193163380.7,193166980.2,9959876.1
2075,48.94330088,0,0,0,0,0,0,0,2048.01,372.44,0,0,1.81,4.15,0,193260992.9,193263040.9,9961924.11
2076,0,0,0,0,0,0,0,0,3495.93,0,0,0,0,0,0,193204103.6,193207599.5,9965420.04
2077,49.7492366,0,0,0,0,0,0,0,3508.06,183.26,0,0,2.77,7.87,0.54,193200921.6,193204429.6,9968928.1
2078,96.27868078,0,0,0,0,0,0,0,3495.93,368.14,0,0,1.9,4.12,0,193185825,193189320.9,9972424.03
2079,95.70238672,0,0,0,0,0,0,0,3508.06,368.71,0,0,0,0,0,193177322.5,193180830.5,9975932.09
2080,69.52731735,0,0,0,0,0,0,0,2628.31,368.13,0,0,0,0,0,193193192.3,193195820.6,9978560.4
2081,0,0,0,0,0,0,0,0,2628.31,0,0,0,8.14,31.83,1.1,193198687.2,193201315.5,9981188.71
2082,67.03101638,0,0,0,0,0,0,0,3599.52,8842.72,0,0.02,13.99,43.76,0.85,193392121.1,193395720.6,9984788.23
2083,0,0,0,0,0,0,0,0,3599.52,0,0,0,0,0,0,193170626.9,193174226.4,9988387.75
2084,0,0,0,0,0,0,0,0,3599.52,0,0,0,7.72,11.17,10.59,193162183.4,193165782.9,9991987.27
2085,0,0,0,0,0,0,0,0,3524.26,0,0,0,0,0,0,193187356,193190880.2,9995511.53
2086,0,0,0,0,0,0,0,0,3524.26,0,0,0,1.6,3.71,2.51,193184095.1,193187619.4,9999035.79
2087,0,0,0,0,0,0,0,0,3524.26,0,0,0,0,0,0,193185725.5,193189249.8,10002560.05
2088,0,0,0,0,0,0,0,0,3524.26,0,0,0,0,0,0,193195165.1,193198689.4,10006084.31
2089,0,0,0,0,0,0,0,0,3524.26,0,0,0,0,0,0,193177485.8,193181010.1,10009608.57
2090,0,0,0,0,0,0,0,0,3524.26,0,0,0,0,0,0,193178438,193181962.3,10013132.83
2091,0,0,0,0,0,0,0,0,3524.26,0,0,0,3.19,6.14,1.09,193186418.8,193189943.1,10016657.09
2092,26.96477387,0,0,0,0,0,0,0,3524.26,3913.38,0,0,1.6,3.69,21.61,193190087.8,193193612.1,10020181.35
2093,148.0295527,0,0,0,0,0,0,0,3508.06,551.45,0,0,0,0,0,193195686.9,193199194.9,10023689.41
2094,194.9687278,0,0,0,0,0,0,0,3524.26,736.43,0,0,0,0,0,193185675.1,193189199.4,10027213.67
2095,98.19138794,0,0,0,0,0,0,0,3524.26,368.15,0,0,0,0,0,193186704.9,193190229.1,10030737.93
2096,50.01872632,0,0,0,0,0,0,0,3524.26,183.39,0,0,5.22,19.9,2.59,193198547.3,193202071.6,10034262.19
2097,199.6471397,0,0,0,0,0,0,0,3524.26,558.71,0,0,2.52,10.79,0.26,193268521.5,193272045.8,10037786.45
2098,153.0353372,0,0,0,0,0,0,0,3524.26,550.4,0,0,4.07,14.16,2.45,193201974.6,193205498.8,10041310.71
2099,103.801549,0,0,0,0,0,0,0,3524.26,366.67,0,0,0,0,0,193203960.6,193207484.9,10044834.97
2100,0,0,0,0,0,0,0,0,3524.26,0,0,0,0,0,0,193218978.2,193222502.5,10048359.23
2101,0,0,0,0,0,0,0,0,3524.26,0,0,0,0,0,0,193207086.3,193210610.5,10051883.49
2102,29.60775695,0,0,0,0,0,0,0,3562.1,360.27,0,0,0,0,0,193362992.8,193366554.9,10055445.59
2103,45.41541593,0,0,0,0,0,0,0,3562.1,180.65,0,0,0,0,0,193348748.4,193352310.5,10059007.69
2104,0,0,0,0,0,0,0,0,3524.26,0,0,0,1.8,6.37,0,193313992.2,193317516.5,10062531.95
2105,58.17276559,0,0,0,0,0,0,0,3524.26,183.71,0,0,5.52,23.59,2.15,193235536.8,193239061.1,10066056.21
2106,0,0,0,0,0,0,0,0,3524.26,0,0,0,0,0,0,193217531,193221055.2,10069580.47
2107,57.7921908,0,0,0,0,0,0,0,3524.26,183,0,0,0,0,0,193222078.9,193225603.2,10073104.73
2108,0,0,0,0,0,0,0,0,3524.26,0,0,0,3.77,6.36,3.78,193239019.2,193242543.5,10076628.99
2109,0,0,0,0,0,0,0,0,3524.26,0,0,0,5.31,15.69,3.29,193236964.8,193240489,10080153.25
2110,0,0,0,0,0,0,0,0,3524.26,0,0,0,0,0,0,193278816.3,193282340.6,10083677.51
2111,0,0,0,0,0,0,0,0,3524.26,0,0,0,4.24,12.21,1.82,193255989.6,193259513.8,10087201.77
2112,0,0,0,0,0,0,0,0,3524.26,0,0,0,3.43,6.5,2.72,193244919.7,193248443.9,10090726.03
2113,0,0,0,0,0,0,0,0,3524.26,0,0,0.01,10.51,22.46,20.57,193237104.9,193240629.1,10094250.29
2114,0,0,0,0,0,0,0,0,3524.26,0,0,0,2.49,4.45,2.1,193240117.1,193243641.4,10097774.55
2115,0,0,0,0,0,0,0,0,3524.26,0,0,0,2.74,5.29,2.89,193236543.4,193240067.7,10101298.81
2116,0,0,0,0,0,0,0,0,3524.26,0,0,0,3.21,8,2.56,193234656.5,193238180.8,10104823.07
2117,0,0,0,0,0,0,0,0,3524.26,0,0,0,0,0,0,193242122.2,193245646.5,10108347.33
2118,0,0,0,0,0,0,0,0,3524.26,0,0,0,3.41,10.01,2.34,193247917.6,193251441.8,10111871.59
2119,0,0,0,0,0,0,0,0,3524.26,0,0,0.01,27.81,42.61,10.51,193290520.9,193294045.2,10115395.85
2120,0,0,0,0,0,0,0,0,3562.1,0,0,0,13.43,9.47,1.95,193278442.2,193282004.3,10118957.95
2121,627.8046872,0,0,0,16.54,0,0,0,13213.04,4811.18,0,0.23,455.83,691.99,243.76,193141248.1,193154461.2,10132170.99
2122,9137.797715,0,0,0,16.54,0,0,0,13213.04,64266.86,0,0,26.65,43.3,244.85,193141856.8,193155069.8,10145384.03
2123,924.8410149,0,0,0,16.54,0,0,0,13213.04,7242.32,0,0.13,223.95,311.3,301.87,193137236.6,193150449.6,10158597.07
2124,460.8811827,0,0,0,16.54,16.54,0,0,13213.04,1666.59,0,0.36,596.75,1117.99,165.48,193162411.5,193175624.5,10171810.11
2125,1542.698242,0,0,0,16.54,0,0,0,13213.04,11609.95,0,0.09,154.84,239.6,299.72,193139923.5,193153136.6,10185023.15
2126,3660.508417,0,0,0,16.54,0,0,0,13213.04,27651.78,0,0.01,77.04,126.59,256.68,193141811.3,193155024.4,10198236.19
2127,7.11275092,0,0,0,16.54,0,0,0,13213.04,172.66,0,0.13,210.4,347.47,222.34,193144125.5,193157338.5,10211449.23
2128,460.339541,0,0,0,0,0,0,0,13213.04,1671.23,0,0.04,154.85,322.95,29.96,193156147.2,193169360.2,10224662.27
2129,192.2754193,0,0,0,0,0,0,0,13213.04,1466.2,0,0.25,405.17,786.5,90.84,193150820.2,193164033.3,10237875.31
2130,0,0,0,0,0,0,0,0,13213.04,0,0,0.13,221.3,415.3,43.68,193152719.4,193165932.4,10251088.35
2131,383.6779599,0,0,0,0,0,0,0,13213.04,2907.46,0,0.18,292.58,586.15,65.74,193150037,193163250,10264301.39
2132,0,0,0,0,0,0,0,0,13213.04,0,0,0,11.65,39.36,0,193102646.5,193115859.5,10277514.43
2133,1145.690374,0,0,0,16.54,16.54,0,0,13213.04,7674.48,0,0.68,761.64,1655.14,463.08,193089367.3,193102580.3,10290727.47
2134,2064.288082,0,0,0,0,0,0,0,13213.04,14492.22,0,0.01,67.71,169.8,91.18,193080989.9,193094203,10303940.51
2135,383.7953142,0,0,0,0,0,0,0,13213.04,2863.63,0,0.11,205.75,638.55,49.81,193088283.8,193101496.8,10317153.55
2136,0,0,0,0,0,0,0,0,13213.04,0,0,0,2.64,5.93,0,193147586.1,193160799.2,10330366.59
2137,21260.50858,0,0,0,32.21,16.54,0,0,13213.04,135746.43,0,0.8,853.68,2079.34,728.05,193112655.3,193125868.3,10343579.63
2138,134.9998793,0,0,0,0,0,0,0,13213.04,98.31,0,0.01,63.62,201.99,5.61,193096317.1,193109530.2,10356792.67
2139,0,0,0,0,0,0,0,0,13213.04,0,0,0,3.22,7.27,0,193324175.9,193337389,10370005.71
2140,0,0,0,0,0,0,0,0,13213.04,0,0,0,24.73,65.13,1.88,193227634.8,193240847.8,10383218.75
2141,0,0,0,0,0,0,0,0,13213.04,0,0,0,2.87,3.25,0,193380556.4,193393769.4,10396431.79
2142,0,0,0,0,0,0,0,0,13213.04,0,0,0,1.28,3.56,0.14,193062486.5,193075699.5,10409644.83
2143,0,0,0,0,0,0,0,0,13213.04,0,0,0,0,0,0,193175800.5,193189013.6,10422857.87
2144,2075.402085,0,0,0,0,0,0,0,13213.04,13707.3,0,0.05,86.43,251.03,48.87,193098569.1,193111782.2,10436070.91
2145,0,0,0,0,0,0,0,0,13213.04,0,0,0,9.33,25.81,0.13,193099750.9,193112964,10449283.95
2146,0,0,0,0,0,0,0,0,13213.04,0,0,0,34.72,113.05,4.28,193122004.6,193135217.6,10462496.99
2147,877.0167233,0,0,0,0,0,0,0,13213.04,3805.79,0,0.1,160.05,449.28,44.84,193107817.1,193121030.1,10475710.03
2148,193.731076,0,0,0,0,0,0,0,13213.04,1475.09,0,0.29,300.97,800.71,105.1,193124465.9,193137679,10488923.07
2149,0,0,0,0,0,0,0,0,13213.04,0,0,0,0,0,0,193124895,193138108,10502136.11
2150,405.6330848,0,0,0,0,0,0,0,13213.04,294.67,0,0.02,67.44,195.83,10.67,193128516.5,193141729.6,10515349.15
2151,270.2810568,0,0,0,0,0,0,0,13213.04,195.47,0,0,22.86,52.43,4.33,193143036.2,193156249.2,10528562.19
2152,1.60169472,0,0,0,0,0,0,0,13213.04,79.64,0,0.07,88.87,211.7,76.14,193132734.8,193145947.9,10541775.23
2153,0,0,0,0,0,0,0,0,13213.04,3.05,0,0.02,56.25,135.84,14.71,193152152.7,193165365.7,10554988.27
2154,0,0,0,0,0,0,0,0,13213.04,0,0,0,0,0,0,193187343.4,193200556.4,10568201.31
2155,14526.87739,0,0,0,0,0,0,0,13213.04,108648.54,0,0,0,0,12.9,193194615.2,193207828.2,10581414.35
2156,1157.78701,0,0,0,0,0,0,0,13213.04,8663.75,0,0.03,76.3,186.15,11.52,193201642.8,193214855.8,10594627.39
2157,383.1003347,0,0,0,0,0,0,0,13213.04,2863.48,0,0.03,71.67,167.77,13.52,193129717.9,193142930.9,10607840.43
2158,0,0,0,0,0,0,0,0,13213.04,3.04,0,0.03,64.36,170.06,16,193154129.4,193167342.4,10621053.47
2159,509.2709476,0,0,0,0,0,0,0,13213.04,1993.41,0,0.02,60.28,182.91,8.75,193145418.5,193158631.5,10634266.51
2160,270.2810568,0,0,0,0,0,0,0,13213.04,195.46,0,0,39.63,119,6.52,193142692.9,193155906,10647479.55
2161,328.8331519,0,0,0,0,0,0,0,13213.04,1569.83,0,0,39.06,109.71,13.95,193177858.2,193191071.2,10660692.59
2162,269.1653539,0,0,0,0,0,0,0,13213.04,195.49,0,0.02,50.26,173.54,17.94,193158150.1,193171363.1,10673905.63
2163,1341.416087,0,0,0,0,0,0,0,13213.04,10058.68,0,0.03,72.68,206.5,25.36,193160810.2,193174023.2,10687118.67
2164,0,0,0,0,0,0,0,0,13213.04,0,0,0,0,0,0,193259416.2,193272629.3,10700331.71
2165,192.2754193,0,0,0,0,0,0,0,13213.04,1466.21,0,0,10.91,33.01,1.57,193187219.6,193200432.6,10713544.75
2166,735.5277067,0,0,0,0,0,0,0,13213.04,3706.51,0,0.02,54.13,160.45,11.91,193191023.9,193204236.9,10726757.79
2167,268.5537633,0,0,0,0,0,0,0,13213.04,195.45,0,0,41.25,106.96,11.67,193178981.8,193192194.8,10739970.83
2168,460.670778,0,0,0,0,0,0,0,13213.04,1662.17,0,0.01,26.03,87.01,7.03,193162530.2,193175743.2,10753183.87
2169,0.45151122,0,0,0,0,0,0,0,13213.04,29.07,0,0.01,28.08,67.3,22.36,193165705.1,193178918.2,10766396.91
2170,0,0,0,0,0,0,0,0,13213.04,0,0,0,8.63,26.36,1.59,193168340.6,193181553.7,10779609.95
2171,857.9724824,0,0,0,0,0,0,0,13213.04,646.62,0,0,26.02,84.39,13.04,193188535.4,193201748.4,10792822.99
2172,0,0,0,0,0,0,0,0,13213.04,0,0,0.02,30.09,68.12,5.78,193195010.4,193208223.5,10806036.03
2173,0,0,0,0,0,0,0,0,13213.04,0,0,0,19.14,44.84,3.71,193186603.5,193199816.5,10819249.07
2174,134.9316051,0,0,0,0,0,0,0,13213.04,98.43,0,0,2.95,10.45,0.44,193173541.2,193186754.2,10832462.11
2175,0,0,0,0,0,0,0,0,13213.04,0,0,0,21.48,65.6,3.99,193177917.5,193191130.5,10845675.15
2176,0,0,0,0,0,0,0,0,13213.04,0,0,0,8.4,26.29,0.44,193199131.8,193212344.9,10858888.19
2177,0,0,0,0,0,0,0,0,13213.04,0,0,0,0,0,0,193163213.3,193176426.4,10872101.23
2178,0,0,0,0,0,0,0,0,13213.04,0,0,0,15.5,45.18,7.09,193168591.6,193181804.7,10885314.27
2179,192.2754193,0,0,0,0,0,0,0,13213.04,1466.33,0,0,18.08,92.38,1.91,193155935.2,193169148.3,10898527.31
2180,0,0,0,0,0,0,0,0,13213.04,0,0,0,0,0,0,193158036.5,193171249.5,10911740.35
2181,981.1051955,0,0,0,16.54,0,0,0,13213.04,7489.23,0,0,13.15,15.03,136.47,193165272.1,193178485.2,10924953.39
2182,134.416672,0,0,0,0,0,0,0,13213.04,98.35,0,0.05,91.07,203.68,21.19,193205610.2,193218823.2,10938166.43
2183,133.0553538,0,0,0,0,0,0,0,13213.04,98.4,0,0.02,32.88,88.1,2.38,193226398.3,193239611.3,10951379.47
2184,268.4715767,0,0,0,0,0,0,0,13213.04,195.44,0,0,38.91,115.8,6.69,193198058.6,193211271.7,10964592.51
2185,134.2509676,0,0,0,0,0,0,0,13213.04,102.27,0,0,25.31,64.52,6.03,193221592.9,193234805.9,10977805.55
2186,0,0,0,0,0,0,0,0,13213.04,0,0,0,2.27,4.81,0,193262099.6,193275312.6,10991018.59
2187,0,0,0,0,0,0,0,0,13213.04,0,0,0,4.7,10.3,0.15,193229662.2,193242875.2,11004231.63
2188,0,0,0,0,0,0,0,0,13213.04,0,0,0,8.71,20.38,0.15,193243220.3,193256433.3,11017444.67
2189,0,0,0,0,0,0,0,0,13213.04,0,0,0,0,0,0,193319981.7,193333194.7,11030657.71
2190,0,0,0,0,0,0,0,0,13213.04,0,0,0,0,0,0,193238405.2,193251618.3,11043870.75
2191,0.21040466,0,0,0,0,0,0,0,13213.04,11.02,0,0,1.86,3.35,1.07,193248069.6,193261282.6,11057083.79
2192,1.39129006,0,0,0,0,0,0,0,13213.04,63.55,0,0,2.49,1.96,5.33,193305588.6,193318801.7,11070296.83
2193,0,0,0,0,0,0,100.51,0,11931.8,0,0,6.47,0,0,0,193395867.5,193407799.3,11082228.63
2194,0,0,0,0,0,0,0,0,3628.12,0,0,0.02,22.95,35.1,28.02,193536453.9,193540082,11085856.75
2195,4.65247638,0,0,0,0,0,0,0,3628.12,179.94,0,0.05,36.59,56.42,123.01,193412310.2,193415938.3,11089484.87
2196,0,0,0,0,0,0,0,0,3628.12,0,0,0,8.73,11.52,42.95,193412399.2,193416027.3,11093112.99
2197,0,0,0,0,0,0,0,0,3628.12,0,0,0.01,33.09,43.42,73.55,193417152.8,193420780.9,11096741.11
2198,0,0,0,0,0,0,0,0,3628.12,0,0,0.03,14.71,22.84,54.73,193421622.2,193425250.3,11100369.23
2199,0,0,0,0,0,0,0,0,3628.12,0,0,0.01,19.34,30.11,22.84,193493053,193496681.1,11103997.35
2200,0,0,0,0,0,0,0,0,3628.12,0,0,0,1.87,4.13,1.3,193421515.2,193425143.3,11107625.47
2201,0,0,0,0,0,0,0,0,3628.12,0,0,0,15.37,27.3,15.3,193421168.7,193424796.8,11111253.59
2202,0,0,0,0,0,0,0,0,3628.12,0,0,0,4.61,8.85,2.61,193528820.6,193532448.7,11114881.71
2203,0,0,0,0,0,0,0,0,3628.12,0,0,0,1.92,4.86,0.81,193500261,193503889.2,11118509.83
2204,0,0,0,0,0,0,0,0,3628.12,0,0,0,2.48,5.55,1.3,193436702.9,193440331,11122137.95
2205,0,0,0,0,0,0,0,0,3628.12,0,0,0,0,0,0,193518084.8,193521713,11125766.07
2206,0,0,0,0,0,0,0,0,3628.12,0,0,0,0,0,4.1,193506006.6,193509634.7,11129394.19
2207,0,0,0,0,0,0,0,0,3628.12,0,0,0,0,0,0,193504515.4,193508143.6,11133022.31
2208,0,0,0,0,0,0,0,0,3628.12,0,0,0,8,12.51,5.29,193504515.4,193508143.6,11136650.43
2209,0,0,0,0,0,0,0,0,3628.12,0,0,0,3.19,3.65,7.91,193500510.9,193504139.1,11140278.55
2210,0,0,0,0,0,0,0,0,3628.12,0,0,0.04,48.47,61.62,92.26,193496814.4,193500442.5,11143906.67
2211,0,0,0,0,0,0,0,0,3628.12,0,0,0,2.4,3.57,0.72,193501371.2,193504999.3,11147534.79
2212,0,0,0,0,0,0,0,0,3628.12,0,0,0,2.61,5.48,0.48,193506897.6,193510525.7,11151162.91
2213,0,0,0,0,0,0,0,0,3628.12,0,0,0,0,0,0,193509010.1,193512638.2,11154791.03
2214,0.87038825,0,0,0,0,0,0,0,3628.12,57.13,0,0,1.28,3.54,63.08,193499827.9,193503456,11158419.15
2215,2.24355775,0,0,0,0,0,0,0,3628.12,118.91,0,0.01,12.66,22.68,16.91,193499891.8,193503519.9,11162047.27
2216,0,0,0,0,0,0,0,0,3628.12,0,0,0,1.49,3.88,0.5,193509846.3,193513474.4,11165675.39
2217,0,0,0,0,0,0,0,0,3628.12,0,0,0,1.38,3.13,35.97,193504975.2,193508603.3,11169303.51
2218,0,0,0,0,0,0,0,0,3628.12,0,0,0,0,0,0,193525794.1,193529422.3,11172931.63
2219,0,0,0,0,0,0,0,0,3628.12,0,0,0,15.01,25.26,15.25,193536247.4,193539875.5,11176559.75
2220,0,0,0,0,0,0,0,0,3628.12,0,0,0,0,0,0,193519742.5,193523370.7,11180187.87
2221,0,0,0,0,0,0,0,0,3628.12,0,0,0,11.25,22.54,10.05,193540821,193544449.1,11183815.99
2222,0,0,0,0,0,0,0,0,3628.12,0,0,0.04,46.67,66.76,55.74,193529468.4,193533096.5,11187444.11
2223,0,0,0,0,0,0,0,0,3628.12,0,0,0,9.11,18.76,6.23,193544049.6,193547677.7,11191072.23
2224,0,0,0,0,0,0,0,0,3628.12,0,0,0,0,0,0,193578651.3,193582279.4,11194700.35
2225,0,0,0,0,0,0,0,0,3628.12,0,0,0,6.6,11.05,7.25,193559686.3,193563314.5,11198328.47
2226,0,0,0,0,0,0,0,0,3628.12,0,0,0,0,0,0,193550571.5,193554199.6,11201956.59
2227,0.87038825,0,0,0,0,0,0,0,3628.12,57.14,0,0,10.34,22.97,16.97,193538300,193541928.2,11205584.71
2228,0,0,0,0,0,0,0,0,3628.12,0,0,0.04,42.39,56.37,160.1,193543153.2,193546781.3,11209212.83
2229,13.27777914,0,0,0,0,0,0,0,3628.12,550.14,0,0.02,17.77,28.72,71.28,193546070.7,193549698.8,11212840.95
2230,5.61797612,0,0,0,0,0,0,0,3628.12,235.76,0,0.07,63.07,80.85,233.1,193534074.5,193537702.7,11216469.07
2231,0,0,0,0,0,0,0,0,3628.12,0,0,0,9.09,22.38,13.79,193530156.3,193533784.4,11220097.19
2232,0,0,0,0,0,0,0,0,3628.12,0,0,0,0,0,0,193533168.7,193536796.8,11223725.31
2233,0,0,0,0,0,0,0,0,3628.12,0,0,0,0,0,0,193553057.9,193556686,11227353.43
2234,0,0,0,0,0,0,0,0,3628.12,0,0,0,10.09,24.77,19.9,193540405,193544033.1,11230981.55
2235,0,0,0,0,0,0,0,0,3628.12,0,0,0,5.97,14.7,20.17,193538774.6,193542402.7,11234609.67
2236,35.68063652,0,0,0,0,0,0,0,3628.12,1435.31,0,0,0,0,32.95,193542636.2,193546264.3,11238237.79
2237,0,0,0,0,0,0,0,0,3628.12,0,0,0,6.2,21.08,5.15,193545279.8,193548907.9,11241865.91
2238,0,0,0,0,0,0,0,0,3628.12,0,0,0,7.03,28.93,6.45,193553448.9,193557077,11245494.03
2239,0,0,0,0,0,0,0,0,3628.12,0,0,0,1.97,4.93,1.51,193561670.3,193565298.4,11249122.15
2240,0,0,0,0,0,0,0,0,3628.12,0,0,0,1.37,5.11,2.54,193554870.7,193558498.8,11252750.27
2241,0,0,0,0,0,0,0,0,3628.12,0,0,0,1.08,4.12,4.39,193647502.3,193651130.4,11256378.39
2242,0,0,0,0,0,0,0,0,3628.12,0,0,0,0,0,0,193427398.1,193431026.2,11260006.51
2243,0,0,0,0,0,0,0,0,3628.12,0,0,0,4.13,10.1,1.47,193434760.2,193438388.3,11263634.63
2244,0,0,0,0,0,0,0,0,3628.12,0,0,0,2.3,5.05,1.5,193427909.8,193431537.9,11267262.75
2245,0,0,0,0,0,0,0,0,3628.12,0,0,0,1.97,3.41,14.21,193433644.6,193437272.8,11270890.87
2246,0,0,0,0,0,0,0,0,3628.12,0,0,0,3.56,7.52,0.49,193449990.7,193453618.8,11274518.99
2247,0,0,0,0,0,0,0,0,3628.12,0,0,0,1.86,3.49,0,193583429.9,193587058,11278147.11
2248,0,0,0,0,0,0,0,0,3628.12,0,0,0,0,0,0,193606335,193609963.1,11281775.23
2249,0,0,0,0,0,0,0,0,3628.12,0,0,0,0,0,0,193594578.4,193598206.5,11285403.35
2250,0,0,0,0,0,0,0,0,3628.12,0,0,0,0,0,0,193587711.7,193591339.8,11289031.47
2251,0,0,0,0,0,0,0,0,3628.12,0,0,0,0,0,0,193555353.7,193558981.8,11292659.59
2252,0,0,0,0,0,0,0,0,3628.12,0,0,0,0,0,0,193569315.4,193572943.5,11296287.71
2253,0,0,0,0,0,0,0,0,3628.12,0,0,0,3.1,6.66,2.49,193562260.6,193565888.8,11299915.83
2254,0,0,0,0,0,0,0,0,3628.12,0,0,0,0,0,0,193557327.3,193560955.4,11303543.95
2255,0,0,0,0,0,0,0,0,3628.12,0,0,0,0,0,0,193521251.3,193524879.4,11307172.07
2256,0,0,0,0,0,0,0,0,3628.12,0,0,0,0,0,0,193522023.5,193525651.7,11310800.19
2257,0,0,0,0,0,0,0,0,3628.12,0,0,0,0,0,0,193545454.4,193549082.5,11314428.31
2258,0,0,0,0,0,0,0,0,3628.12,0,0,0,0,0,0,193544238.8,193547867,11318056.43
2259,0,0,0,0,0,0,0,0,3628.12,0,0,0,5.71,5.62,16.31,193542717.6,193546345.7,11321684.55
2260,0,0,0,0,0,0,0,0,3628.12,0,0,0,0.96,2.38,0.48,193479506.3,193483134.4,11325312.67
2261,0,0,0,0,0,0,0,0,3628.12,0,0,0,2.36,5.95,2.02,193479592.1,193483220.2,11328940.79
2262,0,0,0,0,0,0,0,0,3628.12,0,0,0,0,0,0,193485834.4,193489462.6,11332568.91
2263,0,0,0,0,0,0,0,0,3628.12,0,0,0,6.24,20.21,3.57,193487636.4,193491264.6,11336197.03
2264,0,0,0,0,0,0,0,0,3628.12,0,0,0,3.02,10.72,0.44,193504218.1,193507846.3,11339825.15
2265,0,0,0,0,0,0,0,0,3628.12,0,0,0,0,0,0,193496838.2,193500466.3,11343453.27
2266,0,0,0,0,0,0,0,0,3628.12,0,0,0,2.39,6.12,1.05,193498897.6,193502525.7,11347081.39
2267,0,0,0,0,0,0,0,0,3628.12,0,0,0,5.08,9.41,3.77,193503330.9,193506959.1,11350709.51
2268,0,0,0,0,0,0,0,0,3628.12,0,0,0,1.3,3.69,0.18,193513027.5,193516655.6,11354337.63
2269,0,0,0,0,0,0,0,0,3628.12,0,0,0,6.53,12.3,3.84,193515677.2,193519305.3,11357965.75
2270,0,0,0,0,0,0,0,0,3628.12,0,0,0,0,0,0,193521426.4,193525054.6,11361593.87
2271,0,0,0,0,0,0,0,0,3628.12,0,0,0.01,11.13,20.04,7.01,193521988.6,193525616.7,11365221.99
2272,0,0,0,0,0,0,0,0,3628.12,0,0,0,0,0,0,193529249.6,193532877.7,11368850.11
2273,0,0,0,0,0,0,0,0,3628.12,0,0,0,2.18,4.03,1.18,193525977.8,193529605.9,11372478.23
